CustomerID,Recency,Frequency,Monetary,Cluster
14079.0,156,1,375.1,0
14080.0,153,1,45.599999999999994,0
14081.0,70,2,921.62,1
14082.0,425,1,182.25,0
14083.0,38,5,795.77,1
14085.0,99,6,1336.21,1
14087.0,152,1,191.47,0
14088.0,278,4,12777.66,1
14092.0,276,4,1013.25,1
14096.0,61,6,19798.67,2
14098.0,275,1,147.35,0
14099.0,33,4,1206.43,1
14102.0,243,2,450.4,0
14104.0,126,1,104.95,0
14107.0,246,3,1288.15,1
14108.0,91,1,306.58,0
14110.0,2,6,2853.15,2
14111.0,7,2,142.5,3
14112.0,99,2,1365.42,1
14113.0,182,1,471.9,0
14114.0,38,1,191.39999999999998,0
14116.0,64,4,1169.82,1
14121.0,31,3,2251.67,1
14125.0,30,1,1091.28,1
14126.0,302,1,62.5,0
14127.0,94,2,572.11,1
14128.0,62,1,331.96,0
14129.0,121,3,519.91,1
14132.0,4,7,2261.71,2
14133.0,306,2,287.64,0
14135.0,40,10,3307.25,2
14138.0,121,2,965.8800000000001,1
14140.0,122,2,935.05,1
14141.0,31,2,425.82000000000005,1
14142.0,698,1,311.81,0
14145.0,187,3,2851.2,1
14146.0,333,1,1225.16,1
14149.0,281,1,446.62,0
14150.0,244,1,352.46000000000004,0
14156.0,1,24,37193.4,2
14159.0,216,3,1218.24,1
14161.0,128,3,1097.6200000000001,1
14163.0,65,1,909.6,1
14165.0,99,1,120.44,0
14167.0,10,1,148.35,3
14171.0,305,1,363.79,0
14173.0,250,1,114.04,0
14174.0,183,1,134.46,0
14175.0,31,1,2016.31,1
14176.0,517,1,159.55,0
14177.0,216,2,191.33,0
14178.0,30,5,1241.91,1
14180.0,61,11,2091.27,2
14184.0,245,1,452.89,0
14185.0,10,1,197.65,3
14188.0,91,4,1426.76,1
14189.0,61,6,1974.68,2
14191.0,64,5,1584.07,1
14193.0,276,1,430.85,0
14194.0,31,4,1602.2,1
14195.0,341,1,828.4,0
14199.0,220,1,185.39999999999998,0
14201.0,62,3,355.12,1
14204.0,152,1,150.61,0
14208.0,185,1,151.74,0
14209.0,40,3,1017.23,1
14210.0,254,2,668.61,1
14211.0,246,1,220.04000000000002,0
14212.0,32,1,1070.48,1
14214.0,91,3,765.4,1
14215.0,188,2,342.16,0
14216.0,182,3,1046.3600000000001,1
14217.0,40,9,973.6899999999999,2
14219.0,213,1,89.94,0
14220.0,190,1,319.42,0
14221.0,254,3,1102.8,1
14223.0,124,2,686.23,1
14224.0,128,1,247.76999999999998,0
14226.0,30,2,337.02000000000004,1
14227.0,129,1,304.33000000000004,0
14229.0,71,1,456.97,0
14231.0,96,1,307.76,0
14232.0,188,1,310.79,0
14233.0,6,2,858.25,3
14234.0,91,1,209.48,0
14235.0,218,2,1538.31,1
14236.0,666,1,189.3,0
14237.0,698,1,161.0,0
14239.0,160,5,1161.3,1
14240.0,91,1,663.49,0
14241.0,96,1,213.70000000000002,0
14243.0,129,5,1184.56,1
14245.0,250,1,688.35,0
14246.0,129,1,449.64,0
14247.0,191,1,136.76999999999998,0
14250.0,32,3,1904.05,1
14251.0,121,1,482.28000000000003,0
14256.0,425,1,523.86,0
14257.0,125,4,2479.58,1
14258.0,32,5,7609.18,2
14262.0,61,3,1124.36,1
14264.0,126,2,333.97,0
14270.0,10,1,492.65000000000003,3
14273.0,37,2,218.7,0
14276.0,5,2,778.54,3
14277.0,36,1,1629.03,1
14282.0,122,4,1178.4,1
14284.0,91,1,343.15,0
14285.0,303,1,300.6,0
14286.0,37,1,2050.08,1
14287.0,333,1,93.35,0
14288.0,67,1,426.6,0
14289.0,7,2,225.78,3
14290.0,276,1,728.5,0
14291.0,33,5,2478.31,2
14292.0,2,4,1430.06,3
14293.0,162,3,815.1700000000001,1
14297.0,62,2,710.1,1
14298.0,91,10,16044.25,2
14299.0,1,4,1647.72,3
14304.0,340,1,383.45,0
14307.0,2,4,1895.36,3
14309.0,30,5,1446.41,1
14311.0,37,1,310.26,0
14312.0,38,5,1047.19,1
14315.0,126,3,652.35,1
14317.0,184,1,508.58000000000004,0
14320.0,40,1,352.51,0
14321.0,71,1,326.82,0
14326.0,37,1,183.85,0
14329.0,38,1,578.02,0
14331.0,156,1,79.0,0
14332.0,245,1,440.2,0
14333.0,276,1,415.2,0
14334.0,69,3,1017.01,1
14335.0,246,1,347.5,0
14336.0,130,2,764.45,1
14338.0,338,1,8.25,0
14339.0,37,1,309.52,0
14340.0,220,1,134.7,0
14341.0,128,3,688.81,1
14342.0,122,1,91.03999999999999,0
14344.0,99,4,604.13,1
14345.0,334,1,108.97999999999999,0
14346.0,33,1,759.14,1
14350.0,69,1,282.93,0
14352.0,38,3,464.94000000000005,1
14353.0,128,1,90.6,0
14354.0,91,2,163.62,0
14355.0,455,1,174.4,0
14360.0,122,4,2118.03,1
14364.0,6,3,1763.8,3
14367.0,34,9,4785.9,2
14375.0,158,1,235.56,0
14377.0,339,1,302.45,0
14383.0,184,2,1005.6,1
14387.0,153,1,797.86,0
14388.0,64,6,2281.92,2
14389.0,215,2,1043.46,1
14390.0,6,3,1097.16,3
14393.0,219,1,67.95,0
14395.0,61,6,2135.23,2
14396.0,215,2,487.99,1
14397.0,5,8,1405.1,2
14401.0,66,5,1718.14,1
14403.0,189,3,1180.01,1
14404.0,183,2,256.03,0
14406.0,3,1,156.75,3
14407.0,130,1,357.18,0
14408.0,185,3,1451.64,1
14409.0,94,3,519.6,1
14410.0,124,4,354.21999999999997,1
14411.0,312,1,1063.0,0
14413.0,364,1,121.05,0
14414.0,93,2,359.9,0
14415.0,66,7,3268.22,2
14418.0,182,1,897.35,0
14419.0,62,4,607.24,1
14420.0,335,1,387.52,0
14421.0,6,1,455.18,3
14422.0,90,1,382.01,0
14423.0,220,1,265.2,0
14426.0,130,3,1719.33,1
14427.0,154,1,321.74,0
14428.0,275,2,689.94,1
14431.0,70,1,470.36,0
14432.0,32,3,665.7,1
14434.0,62,3,552.0,1
14436.0,305,1,89.06,0
14437.0,455,1,63.0,0
14438.0,192,1,131.9,0
14440.0,333,2,1273.95,1
14441.0,90,2,646.26,1
14443.0,312,2,608.4,1
14446.0,30,3,638.83,1
14447.0,252,1,265.0,0
14448.0,424,1,102.35000000000001,0
14449.0,160,3,698.47,1
14450.0,5,2,322.22,3
14451.0,62,1,283.9,0
14452.0,155,1,127.37,0
14453.0,308,1,119.93,0
14456.0,32,3,1426.9,1
14457.0,312,1,113.64,0
14459.0,157,1,1837.92,1
14460.0,312,1,30.0,0
14462.0,33,7,1432.22,2
14463.0,305,1,220.2,0
14465.0,70,3,1038.44,1
14466.0,61,5,1832.45,1
14472.0,65,3,616.79,1
14473.0,311,1,85.0,0
14475.0,131,2,622.17,1
14477.0,127,1,358.0,0
14479.0,455,1,174.4,0
14482.0,91,3,781.9300000000001,1
14483.0,283,1,137.1,0
14485.0,334,1,162.8,0
14487.0,32,2,524.47,1
14488.0,276,1,1064.28,0
14491.0,667,1,127.2,0
14493.0,91,3,1602.54,1
14495.0,64,1,40.599999999999994,0
14496.0,343,2,538.8100000000001,0
14497.0,284,1,475.37,0
14498.0,188,1,147.02,0
14499.0,191,1,122.87,0
14500.0,2,2,305.85,3
14501.0,96,1,184.28,0
14502.0,183,3,932.48,1
14503.0,182,2,770.87,1
14504.0,68,2,408.15,1
14505.0,67,4,2951.57,1
14506.0,245,3,1219.88,1
14507.0,128,3,615.31,1
14508.0,32,1,137.56,0
14511.0,124,3,875.33,1
14512.0,219,1,148.95999999999998,0
14514.0,10,2,842.34,3
14515.0,220,3,1323.87,1
14517.0,183,1,78.0,0
14518.0,184,1,174.37,0
14520.0,121,1,105.60000000000001,0
14522.0,124,1,482.07,0
14524.0,122,2,306.5,0
14525.0,32,2,1405.78,1
14527.0,2,19,3456.48,2
14528.0,303,1,364.21999999999997,0
14529.0,62,1,240.47,0
14530.0,155,3,1399.21,1
14533.0,32,4,1062.08,1
14534.0,3,10,2402.92,2
14535.0,62,3,2854.84,1
14538.0,184,1,281.75,0
14540.0,284,1,195.9,0
14541.0,1,3,319.1,3
14542.0,158,1,103.25,0
14543.0,30,8,1603.08,2
14546.0,221,2,1057.12,1
14547.0,182,3,953.4000000000001,1
14548.0,4,1,326.4,3
14549.0,343,1,289.24,0
14552.0,34,1,164.22,0
14553.0,183,4,717.79,1
14555.0,70,1,186.34,0
14560.0,60,10,1027.95,2
14561.0,127,1,222.07,0
14562.0,61,8,1931.81,2
14565.0,216,1,538.8000000000001,0
14567.0,337,1,800.76,0
14569.0,121,1,227.39,0
14570.0,252,2,218.06,0
14572.0,182,1,135.05,0
14573.0,36,4,1003.42,1
14576.0,666,1,35.400000000000006,0
14577.0,364,1,346.90000000000003,0
14578.0,182,1,168.63,0
14583.0,158,2,384.87,0
14584.0,95,1,344.81,0
14586.0,130,1,237.36,0
14587.0,10,7,1279.42,2
14589.0,639,1,39.75,0
14591.0,67,1,204.02,0
14592.0,183,2,424.0,0
14594.0,302,2,363.33,0
14595.0,92,1,141.75,0
14597.0,339,1,165.1,0
14600.0,162,1,393.33000000000004,0
14603.0,69,1,660.0,0
14606.0,6,38,5022.05,2
14607.0,275,1,1000.0,0
14608.0,60,3,1198.2,1
14616.0,37,1,158.4,0
14618.0,193,1,211.8,0
14619.0,129,1,394.44,0
14620.0,342,1,235.35,0
14621.0,91,4,1482.66,1
14622.0,127,1,320.58000000000004,0
14623.0,153,2,367.52,0
14624.0,31,1,210.25,0
14626.0,94,2,1595.3,1
14628.0,37,2,671.96,1
14629.0,213,1,352.08,0
14636.0,275,1,309.66,0
14639.0,33,2,754.1,1
14640.0,31,2,802.3100000000001,1
14642.0,1,1,96.12,3
14644.0,276,1,643.26,0
14645.0,99,2,597.09,1
14646.0,3,28,87617.39,2
14649.0,36,3,1089.53,1
14651.0,6,2,653.75,3
14653.0,121,4,1229.72,1
14655.0,333,2,1173.47,1
14656.0,342,1,133.11,0
14657.0,156,2,222.86,0
14658.0,243,1,124.01,0
14659.0,189,4,840.8199999999999,1
14662.0,30,2,489.12,1
14664.0,183,1,387.39,0
14665.0,32,3,1498.44,1
14667.0,69,13,4797.29,2
14669.0,7,3,1259.24,3
14670.0,252,2,392.86,0
14672.0,163,1,285.28000000000003,0
14673.0,182,3,1044.94,1
14676.0,122,2,933.6,1
14680.0,64,7,13441.85,2
14681.0,6,1,393.95,3
14682.0,219,1,31.200000000000003,0
14684.0,128,2,493.44,1
14688.0,4,10,3197.45,2
14690.0,34,1,212.56,0
14691.0,36,3,1619.94,1
14696.0,3,5,1465.45,3
14697.0,220,2,188.60999999999999,0
14698.0,121,1,152.18,0
14699.0,97,1,109.13000000000001,0
14700.0,153,2,1473.55,1
14701.0,190,2,527.64,1
14702.0,101,9,1654.06,2
14704.0,5,1,100.75,3
14708.0,126,3,1126.37,1
14709.0,91,7,2611.89,2
14710.0,31,1,172.91,0
14711.0,93,4,956.37,1
14712.0,61,1,495.6,0
14713.0,61,7,1904.74,2
14715.0,10,2,485.25,3
14719.0,62,3,929.76,1
14720.0,32,3,663.81,1
14723.0,275,3,413.19,1
14727.0,69,1,268.58,0
14729.0,698,1,313.49,0
14730.0,121,4,1276.31,1
14731.0,36,1,127.66,0
14732.0,2,7,2367.39,2
14733.0,40,3,3901.83,1
14735.0,182,3,767.29,1
14737.0,182,2,730.55,1
14738.0,6,3,630.33,3
14739.0,185,6,3392.32,1
14740.0,342,1,521.1,0
14741.0,667,1,184.5,0
14744.0,31,2,308.75,1
14745.0,127,1,341.07,0
14747.0,251,1,328.2,0
14748.0,36,5,1415.75,1
14755.0,101,1,488.46000000000004,0
14759.0,213,1,755.12,0
14761.0,1,2,255.9,3
14765.0,60,1,158.61,0
14766.0,67,3,960.07,1
14768.0,247,1,133.20000000000002,0
14769.0,152,1,341.96999999999997,0
14775.0,1,2,717.0,3
14776.0,219,1,214.56,0
14778.0,247,2,730.86,1
14779.0,252,1,38.0,0
14788.0,302,1,310.99,0
14789.0,30,1,197.64,0
14790.0,3,2,428.62,3
14792.0,154,1,6.2,0
14794.0,91,3,531.11,1
14796.0,34,7,3497.9700000000003,2
14798.0,312,1,75.68,0
14800.0,31,7,2757.24,2
14801.0,92,1,189.34,0
14803.0,99,1,188.64,0
14804.0,333,1,353.27,0
14808.0,65,2,443.06,1
14810.0,101,3,461.09,1
14813.0,578,2,152.88,0
14815.0,275,2,778.5,1
14817.0,161,1,580.79,0
14819.0,184,1,187.35,0
14820.0,183,1,139.1,0
14821.0,486,1,48.800000000000004,0
14823.0,5,1,110.78,3
14824.0,93,2,497.41,1
14825.0,32,6,976.08,2
14828.0,163,1,582.0,0
14829.0,61,3,549.1899999999999,1
14834.0,1,2,529.55,3
14836.0,30,2,79.05,0
14837.0,32,1,303.94,0
14841.0,31,2,1169.69,1
14842.0,216,3,1901.52,1
14844.0,7,3,2521.01,3
14849.0,3,15,4256.8,2
14850.0,343,1,325.75,0
14852.0,1,3,1692.88,3
14853.0,6,1,214.5,3
14854.0,69,2,655.36,1
14855.0,3,1,339.3,3
14856.0,275,2,308.11,0
14857.0,31,1,650.6,1
14863.0,61,1,266.76,0
14865.0,302,2,52.2,0
14866.0,31,4,6181.32,2
14867.0,158,3,710.28,1
14868.0,33,5,1806.42,2
14869.0,333,1,334.39,0
14871.0,182,1,165.98000000000002,0
14878.0,5,2,254.01,3
14880.0,158,1,218.47,0
14882.0,183,1,247.9,0
14883.0,6,1,310.56,3
14886.0,341,1,364.8,0
14889.0,163,1,135.9,0
14891.0,219,1,449.38,0
14895.0,61,10,4899.95,2
14896.0,455,1,257.22,0
14897.0,2,2,789.96,3
14898.0,70,2,266.85,0
14901.0,2,5,784.01,3
14903.0,156,3,1712.15,1
14904.0,152,1,628.48,0
14905.0,218,1,307.6,0
14907.0,30,4,2187.35,1
14910.0,122,2,212.44,0
14911.0,1,75,59112.81,2
14912.0,160,1,482.78999999999996,0
14913.0,38,3,926.56,1
14915.0,93,2,307.48,0
14916.0,155,1,266.48,0
14918.0,126,1,765.4200000000001,0
14920.0,36,2,977.77,1
14921.0,91,1,413.06,0
14924.0,129,1,310.05,0
14929.0,152,1,223.88,0
14930.0,69,1,1104.13,1
14931.0,213,1,198.4,0
14932.0,455,1,363.53,0
14934.0,311,1,828.84,0
14936.0,99,6,4640.5,2
14937.0,337,1,759.56,0
14944.0,61,7,2711.94,2
14947.0,337,1,178.5,0
14948.0,250,2,360.76,0
14952.0,2,5,3717.92,2
14958.0,129,2,376.33,0
14959.0,128,2,401.82,0
14960.0,333,1,132.97,0
14961.0,93,3,2087.12,1
14963.0,96,2,590.78,1
14964.0,190,1,206.21,0
14965.0,246,2,596.09,1
14968.0,91,1,147.59,0
14970.0,304,2,917.06,1
14971.0,244,2,491.37,0
14972.0,278,1,114.77,0
14974.0,303,1,89.94,0
14976.0,69,1,115.57000000000001,0
14981.0,160,1,102.12,0
14984.0,5,1,102.23,3
14987.0,455,1,163.2,0
14988.0,6,1,334.54,3
14995.0,252,2,231.98000000000002,0
14997.0,2,1,278.4,3
14998.0,7,1,183.64,3
15002.0,224,2,893.15,1
15005.0,101,11,2411.22,2
15007.0,279,1,156.91,0
15010.0,244,1,308.94,0
15012.0,698,1,188.56,0
15017.0,183,1,125.58,0
15018.0,334,3,496.21000000000004,1
15021.0,187,4,920.41,1
15023.0,130,5,3318.25,1
15024.0,30,6,1072.12,2
15025.0,183,1,361.96,0
15026.0,161,1,108.97999999999999,0
15027.0,91,2,411.9,1
15028.0,333,2,300.67,0
15031.0,90,3,542.23,1
15032.0,486,2,2770.6,1
15033.0,125,3,374.49,1
15034.0,30,3,1643.96,1
15035.0,32,1,252.73000000000002,0
15038.0,1,6,685.74,3
15039.0,71,20,8469.61,2
15043.0,122,1,537.0,0
15044.0,7,6,2570.19,2
15045.0,34,1,346.76,0
15046.0,70,7,2561.25,2
15048.0,215,3,313.77,1
15049.0,38,1,121.17000000000002,0
15051.0,4,1,377.74,3
15053.0,187,3,693.95,1
15057.0,99,1,358.5,0
15058.0,68,4,764.19,1
15059.0,101,2,381.89,1
15060.0,333,1,16.61,0
15061.0,6,28,31902.3,2
15062.0,189,1,353.06,0
15063.0,67,1,370.79999999999995,0
15065.0,303,1,299.38,0
15067.0,311,1,848.05,0
15070.0,667,1,106.2,0
15071.0,99,2,982.07,1
15073.0,158,2,861.96,1
15078.0,94,11,3272.2200000000003,2
15079.0,36,3,528.32,1
15081.0,215,2,191.45,0
15087.0,283,1,306.94,0
15088.0,276,1,864.19,0
15089.0,185,2,1580.61,1
15090.0,253,1,381.32,0
15091.0,276,1,480.71,0
15092.0,128,2,457.81,1
15093.0,224,2,1844.13,1
15097.0,213,1,248.08,0
15098.0,66,3,39916.5,2
15100.0,71,3,876.0,1
15101.0,333,1,215.25,0
15103.0,122,1,411.68,0
15104.0,311,1,374.64,0
15105.0,276,1,541.03,0
15106.0,6,2,637.38,3
15107.0,40,4,243.5,1
15108.0,188,2,432.05,0
15109.0,129,1,484.95,0
15110.0,217,1,206.9,0
15111.0,61,3,1567.48,1
15114.0,39,6,1860.49,2
15117.0,33,2,675.73,1
15119.0,129,1,266.4,0
15123.0,302,1,1129.84,0
15124.0,339,1,90.75,0
15125.0,62,2,375.0,1
15127.0,215,1,406.53,0
15128.0,62,3,1096.6,1
15129.0,217,2,509.7,1
15133.0,39,2,657.72,1
15134.0,67,3,505.27000000000004,1
15136.0,152,3,839.8,1
15139.0,163,1,122.10000000000001,0
15144.0,1,6,3023.9,2
15145.0,212,2,580.59,1
15150.0,153,5,2052.5099999999998,1
15152.0,62,5,2079.93,1
15153.0,122,1,329.25,0
15156.0,120,3,961.49,1
15157.0,126,2,850.61,1
15159.0,32,14,6671.65,2
15164.0,254,2,629.79,1
15165.0,698,1,487.75,0
15171.0,10,1,1289.5,3
15172.0,333,1,376.1,0
15179.0,341,1,102.0,0
15180.0,517,1,87.5,0
15181.0,245,1,254.48,0
15182.0,126,1,252.37,0
15184.0,61,2,402.2,1
15187.0,36,8,2001.52,2
15189.0,7,18,6206.29,2
15192.0,3,3,1044.32,3
15193.0,62,1,499.32,0
15194.0,122,8,4224.03,2
15195.0,152,1,3861.0,1
15197.0,341,1,216.75,0
15198.0,124,2,193.64,0
15199.0,31,3,964.65,1
15201.0,190,3,632.47,1
15203.0,343,1,211.94,0
15205.0,247,1,476.29999999999995,0
15206.0,99,2,201.29999999999998,0
15208.0,120,3,546.6,1
15211.0,62,2,894.4100000000001,1
15212.0,7,1,101.8,3
15214.0,37,5,1068.19,1
15215.0,246,1,300.04,0
15218.0,189,1,647.75,0
15220.0,252,1,316.11,0
15221.0,486,1,403.25,0
15223.0,251,1,300.85,0
15224.0,364,1,11.6,0
15226.0,312,1,154.41,0
15227.0,128,3,594.33,1
15228.0,245,2,2133.2599999999998,1
15234.0,130,1,197.0,0
15235.0,160,7,1121.97,1
15237.0,121,1,83.6,0
15238.0,61,3,1071.99,1
15240.0,7,3,1045.38,3
15241.0,96,5,1119.71,1
15244.0,215,2,631.57,1
15245.0,219,1,486.24,0
15247.0,94,1,356.0,0
15249.0,3,7,3636.29,2
15251.0,4,4,6339.32,2
15252.0,96,2,740.78,1
15253.0,2,2,466.75,3
15254.0,247,1,300.36,0
15255.0,245,1,890.85,0
15257.0,342,1,317.15,0
15258.0,189,1,315.66,0
15260.0,188,3,808.38,1
15264.0,184,1,393.74,0
15265.0,34,1,793.88,1
15266.0,224,1,119.3,0
15267.0,1,3,1527.76,3
15270.0,39,3,1013.5,1
15271.0,5,8,1328.66,2
15274.0,213,1,332.58000000000004,0
15275.0,303,1,615.14,0
15276.0,245,1,128.63,0
15281.0,1,3,1025.19,3
15288.0,157,2,548.01,1
15289.0,61,2,617.25,1
15290.0,122,7,3202.81,2
15291.0,5,10,3157.42,2
15296.0,36,2,878.26,1
15297.0,61,2,380.26,1
15298.0,124,5,2145.34,1
15299.0,276,5,3307.01,1
15300.0,184,1,496.44,0
15301.0,219,3,1345.28,1
15304.0,62,4,391.5,1
15306.0,124,2,829.73,1
15307.0,216,1,205.3,0
15308.0,69,1,310.47,0
15311.0,1,41,32280.63,2
15312.0,128,1,318.15999999999997,0
15315.0,184,1,336.96,0
15318.0,182,1,312.62,0
15319.0,342,1,204.5,0
15326.0,71,1,311.71,0
15330.0,62,2,714.96,1
15332.0,486,4,1661.06,1
15334.0,187,1,127.53,0
15339.0,245,1,316.17,0
15342.0,306,1,406.09,0
15344.0,90,2,255.25,0
15346.0,40,1,252.42000000000002,0
15347.0,486,1,201.60000000000002,0
15349.0,219,2,463.90999999999997,0
15350.0,698,1,115.65,0
15351.0,31,4,770.36,1
15353.0,517,1,311.65,0
15355.0,61,1,150.8,0
15356.0,122,5,1226.44,1
15358.0,2,11,5004.54,2
15363.0,667,1,326.0,0
15364.0,216,1,581.39,0
15365.0,246,1,752.6700000000001,0
15367.0,99,2,1416.18,1
15370.0,31,2,217.2,0
15373.0,333,2,679.83,1
15374.0,278,1,168.0,0
15376.0,340,1,642.37,0
15379.0,99,3,1341.3700000000001,1
15380.0,333,2,615.4000000000001,1
15381.0,67,1,314.55,0
15382.0,127,2,539.1,1
15386.0,188,1,394.14,0
15392.0,2,3,1196.55,3
15393.0,283,1,124.10000000000001,0
15399.0,121,1,266.64,0
15400.0,124,4,649.0,1
15405.0,280,1,349.1,0
15406.0,39,2,510.71000000000004,1
15407.0,96,4,1046.74,1
15410.0,306,2,727.48,1
15411.0,66,2,382.21,1
15414.0,37,2,421.5,1
15416.0,156,3,3085.13,1
15421.0,1,4,950.36,3
15423.0,334,1,43.5,0
15426.0,183,3,714.6,1
15427.0,183,2,1071.05,1
15433.0,67,1,160.66,0
15434.0,122,2,454.20000000000005,1
15442.0,221,1,594.0,0
15443.0,121,1,375.38,0
15449.0,158,1,301.78,0
15450.0,91,1,429.84,0
15452.0,61,1,125.4,0
15453.0,121,4,899.79,1
15454.0,364,1,179.1,0
15456.0,342,2,203.37,0
15462.0,185,2,169.8,0
15463.0,61,1,126.14,0
15464.0,224,1,1044.65,1
15465.0,5,7,2168.66,2
15467.0,65,1,288.42,0
15469.0,33,1,304.3,0
15471.0,152,1,454.48,0
15473.0,1,6,1363.2,3
15482.0,274,2,2629.3999999999996,1
15483.0,338,3,114.31,0
15484.0,121,1,674.25,0
15485.0,91,3,2564.5,1
15488.0,124,1,91.32000000000001,0
15489.0,6,1,348.26,3
15491.0,216,2,921.6300000000001,1
15492.0,30,1,171.72,0
15493.0,153,3,1071.0,1
15494.0,64,1,1119.88,1
15498.0,6,12,6030.88,2
15500.0,333,1,266.26,0
15502.0,32,10,9736.98,2
15503.0,364,1,141.04,0
15505.0,157,2,1446.18,1
15508.0,250,4,481.8,1
15511.0,334,1,229.8,0
15512.0,157,1,19.799999999999997,0
15513.0,6,10,7650.21,2
15514.0,183,6,2385.17,1
15518.0,40,6,1677.71,2
15520.0,121,1,343.5,0
15521.0,36,5,1401.8899999999999,1
15522.0,153,1,138.94,0
15525.0,152,2,540.61,1
15526.0,183,2,148.44,0
15527.0,32,4,1485.64,1
15529.0,99,5,1316.15,1
15530.0,160,1,548.09,0
15531.0,90,2,1972.39,1
15533.0,32,1,449.65999999999997,0
15539.0,302,1,538.46,0
15544.0,3,6,2535.27,2
15545.0,638,1,135.32999999999998,0
15547.0,32,5,2482.17,2
15549.0,218,1,689.58,0
15550.0,39,2,280.25,0
15551.0,275,1,436.06,0
15552.0,189,1,90.12,0
15553.0,62,1,428.93,0
15554.0,161,1,217.2,0
15555.0,1,8,2535.63,2
15557.0,30,1,468.91,0
15561.0,128,1,265.75,0
15568.0,152,1,335.77,0
15569.0,40,1,288.5,0
15570.0,70,5,1962.26,1
15571.0,183,1,196.43,0
15572.0,191,4,1068.52,1
15573.0,122,1,187.1,0
15574.0,667,1,349.04,0
15576.0,303,1,921.37,0
15577.0,34,3,258.88,1
15579.0,304,1,132.25,0
15581.0,33,6,3390.01,2
15582.0,281,1,303.61,0
15587.0,32,1,344.88,0
15589.0,312,1,184.95,0
15594.0,91,2,702.86,1
15596.0,97,3,1014.54,1
15597.0,244,1,324.57,0
15601.0,32,5,2417.3,2
15602.0,30,4,458.43,1
15605.0,32,4,1015.48,1
15606.0,3,4,1384.68,3
15607.0,163,1,104.76,0
15608.0,30,4,1093.68,1
15609.0,127,1,298.48,0
15611.0,101,3,304.6,1
15612.0,92,2,195.15,0
15615.0,36,9,4307.32,2
15618.0,124,3,554.02,1
15620.0,281,1,450.52,0
15621.0,213,2,248.07,0
15622.0,311,1,576.0,0
15625.0,337,1,301.14,0
15628.0,66,6,1872.98,2
15632.0,64,4,1745.52,1
15636.0,32,2,724.76,1
15640.0,40,7,5592.73,2
15641.0,311,1,453.79,0
15643.0,311,3,664.0,1
15646.0,160,3,447.64000000000004,1
15649.0,163,2,816.0,1
15651.0,275,2,418.98,0
15652.0,93,1,337.74,0
15653.0,124,1,829.4399999999999,0
15655.0,68,1,560.67,0
15656.0,281,1,63.910000000000004,0
15658.0,284,3,583.9000000000001,1
15660.0,342,2,364.3,0
15661.0,224,1,116.0,0
15665.0,68,1,1456.42,1
15668.0,189,1,76.32000000000001,0
15671.0,37,3,1315.72,1
15673.0,2,3,1845.97,3
15674.0,67,3,1024.54,1
15675.0,156,2,225.39,0
15676.0,244,2,3267.84,1
15679.0,66,3,734.66,1
15680.0,486,1,478.89,0
15681.0,30,4,1183.02,1
15687.0,188,4,1469.42,1
15689.0,3,1,150.6,3
15690.0,213,1,128.76,0
15691.0,341,1,136.8,0
15692.0,30,1,191.04,0
15694.0,61,8,4404.57,2
15696.0,183,3,1236.75,1
15701.0,152,2,564.03,1
15704.0,128,2,1507.32,1
15706.0,154,2,181.8,0
15707.0,184,2,480.87,1
15708.0,101,3,1167.41,1
15709.0,342,1,133.25,0
15712.0,96,1,158.85,0
15713.0,486,1,171.15,0
15716.0,578,1,529.4,0
15719.0,153,10,3869.4,2
15722.0,219,3,1233.01,1
15723.0,425,1,190.7,0
15727.0,10,2,1339.2,3
15729.0,36,1,85.0,0
15730.0,124,2,653.45,1
15732.0,36,2,294.12,1
15733.0,311,1,162.3,0
15737.0,37,4,712.73,1
15738.0,96,5,1549.43,1
15739.0,245,1,449.12,0
15743.0,127,2,451.61,1
15745.0,183,1,309.53000000000003,0
15747.0,33,1,282.71999999999997,0
15749.0,40,2,22998.4,2
15750.0,152,5,1271.3600000000001,1
15752.0,155,4,1523.2,1
15753.0,131,1,79.2,0
15754.0,160,1,91.8,0
15755.0,2,1,330.92,3
15756.0,65,4,528.01,1
15757.0,189,2,714.42,1
15759.0,220,1,68.0,0
15762.0,215,1,268.44,0
15763.0,122,1,564.4300000000001,0
15764.0,1,4,1697.8700000000001,3
15766.0,184,1,315.06,0
15769.0,91,10,21802.68,2
15773.0,243,1,635.6800000000001,0
15774.0,304,1,270.8,0
15775.0,129,1,104.9,0
15777.0,7,1,293.96,3
15780.0,37,2,298.13,1
15781.0,162,1,83.35,0
15782.0,32,1,1638.3400000000001,1
15785.0,153,3,998.5699999999999,1
15787.0,92,1,479.1,0
15796.0,70,4,1315.22,1
15797.0,97,2,1825.2,1
15799.0,101,2,481.24,1
15800.0,160,1,244.5,0
15801.0,62,1,869.98,1
15804.0,90,4,1392.63,1
15805.0,122,6,1053.6100000000001,1
15806.0,130,2,521.88,1
15808.0,192,3,2422.87,1
15809.0,70,3,331.26,1
15811.0,455,1,289.85,0
15812.0,34,2,822.48,1
15814.0,275,1,456.23999999999995,0
15815.0,36,3,1192.98,1
15819.0,130,1,639.64,0
15821.0,92,1,254.18,0
15822.0,182,1,445.27,0
15823.0,667,1,15.0,0
15827.0,96,8,874.96,1
15829.0,336,1,310.7,0
15830.0,303,1,576.0,0
15831.0,1,2,484.7,3
15834.0,160,2,1272.77,1
15837.0,184,1,391.98,0
